p_mois,p_vol,p_ash,p_car,p_sul,u_car
16.425,32.965,30.6,20.01,3.784,39.07
15.72,33.085,31.495,19.7,3.865,38.61
15.405,31.94,30.935,21.72,4.164,39.44
14.635,31.505,36.81,17.05,3.845,34.85
15.81,32.07,33.145,18.975,3.535,37.545
15.66,33.12,32.51,18.71,3.73,37.965
12.61,29.205,41.845,16.34,3.622,31.835
18.445,31.485,31.06,19.01,3.282,36.84
15.19,33.16,31.99,19.66,3.817,38.83
14.805,32.83,32.92,19.445,4.093,38.315
15.69,31.99,32.2,20.12,3.706,37.95
16.29,32.36,30.58,20.77,3.731,38.72
16.045,30.315,36.56,17.08,3.513,33.88
16.645,31.48,33.36,18.515,3.656,36.39
17.62,31.04,32.515,18.825,3.591,36.21
16.47,32.265,32.295,18.97,3.667,37.34
16.83,31.605,33.535,18.03,3.74,31.69
18.975,30.67,32.655,17.7,3.815,35.48
16.305,30.155,34.565,18.975,3.73,35.64
17.392,31.05,34.125,17.433,3.76,35.645
15.96,30.31,36.29,17.44,3.516,34.565
16.015,31.11,33.77,19.105,3.677,38.86
15.575,31.89,34.31,18.225,3.711,36.67
14.695,32.975,32.72,19.61,3.485,38.2
14.485,32.04,35.41,18.065,3.4,36.27
15.36,31.56,35.365,17.715,3.74,35.655
14.795,32.775,33.495,18.935,3.55,39.96
16.82,32.42,32.765,17.995,3.939,37.49
16.13,30.2,34.075,19.595,3.994,36.27
16.03,30.335,33.09,20.545,4.045,37.31
14.915,32.515,33.725,18.845,4.134,39.8
13.42,31.795,38.37,16.415,3.66,35.145
13.16,31.3,37.96,17.58,3.622,37.42
13.35,32.375,35.455,18.82,3.774,37.48
14.605,29.735,39.055,16.605,3.972,33.53
16.88,32.07,29.635,21.415,4.371,38.575
17.275,30.645,35.655,16.425,3.492,34.405
14.41,30.565,37.57,17.455,3.856,33.54
15.52,32.635,32.38,19.465,4.467,38.315
15.61,32.56,32.445,19.385,4.177,37.395
13.93,28.03,39.095,18.945,3.869,33.46
15.64,31.23,31.91,21.22,4.769,37.89
14.71,27.3,39.28,18.71,3.679,32.215
12.795,30.6,38.915,17.69,3.834,32.84
12.94,30.695,37.93,18.435,3.85,34.33
15.3,31.695,36.365,16.64,3.71,34.165
17.335,29.945,34.3,18.42,3.81,33.745
16.26,31.295,35.14,17.305,3.36,34.72
15.3,31.455,35.32,17.925,3.825,34.51
15.85,31.825,33.745,18.58,3.82,35.485
13.935,30.165,40.095,15.805,3.586,33.26
15.895,30.23,36.965,16.91,3.532,31.91
15.97,31.79,33.2,19.04,3.74,36.025
13.49,30.45,37.975,18.085,3.554,34.43
15.21,33.89,33.77,17.13,3.919,36.57
14.69,31.37,34.93,19.01,3.655,36.225
19.195,33.67,28.18,18.955,4.151,38.825
16.105,31.295,34.765,17.835,3.688,34.86
17.38,31.86,32.365,18.395,3.553,36.615
15.26,32.615,33.63,18.495,3.72,36.735
13.59,30.075,38.225,18.11,4.027,34.55
13.11,31.365,35.83,19.695,3.684,36.5
13.58,31.54,34.59,20.29,3.641,37.94
12.815,29.59,38.78,18.815,3.725,34.71
13.43,29.595,36.685,20.29,3.475,36.47
14.055,29.005,37.36,19.58,3.415,34.84
14.475,27.685,35.33,22.51,3.73,36.515
15.105,30.12,32.84,21.935,3.555,38.375
10.445,30.95,37.94,20.665,3.97,37.26
10.985,31.675,34.795,22.545,3.733,38.835
11.765,31.945,32.53,23.76,3.641,35.27
13.105,29.39,38.635,18.87,3.945,34.535
13.535,30.345,35.22,20.9,3.405,36.825
12.67,30.92,34.965,21.445,3.586,38.02
12.1,27.76,42.58,17.56,3.435,36.66
13.425,30.07,35.42,21.085,3.395,32.37
11.81,27.22,41.7,19.27,3.41,32.64
20.18,27.555,34.19,18.075,3.07,32.82
19.445,28.26,32.74,19.555,3.241,34.52
19.14,28.15,33.41,19.3,3.316,35.4
15.95,28.59,36.71,18.75,3.27,34
17.19,26.27,38.96,17.58,3.021,30.97
17.365,28.195,35.25,19.19,3.203,34
14.38,30.02,33.7,21.9,3.26,36.3
14.665,28.865,35.36,21.11,3.24,36.94
13.735,30.02,36.445,19.8,3.542,37.32
14.02,30.885,34.92,20.175,3.568,35.29
14.08,32.26,34.6,19.06,3.505,34.47
15.26,34.6,26.2,23.94,4.3,35.99
12.84,31.75,38.48,16.93,3.455,34.53
11.405,32.36,37.03,19.205,3.493,34.01
14.57,35.21,23.91,26.31,3.614,34.79
11.415,33.195,36.75,18.64,3.303,34.44
12.8,32.815,35.225,19.16,3.58,38.09
11.385,30.72,38.82,19.075,3.435,37.55
11.54,34.4,35.005,19.055,3.99,35.22
13.235,31.755,35.97,19.04,3.62,34.73
12.915,34.805,34.145,18.135,4.325,33.64
14.185,34.015,30.155,21.645,3.74,35.71
14.5,34.57,29.07,21.86,3.615,34.04
10.195,31.84,39.095,18.87,3.78,34.49
9.06,32.37,36.355,22.215,4.595,37.32
11.385,34.885,31.9,21.83,4.005,40.4
11.685,34.485,31.255,22.575,4.08,41
9.185,32.84,37.045,20.93,4.01,36.49
8.78,33.89,36.325,21.005,4.07,37.08
10.77,33.195,33.735,22.3,4.005,35.21
11.305,32.88,32.245,23.57,4,34.72
14.02,31.11,36.255,18.615,3.425,31.81
12.505,33.36,35.995,18.14,3.47,35.635
15.56,31.475,36.715,16.25,3.845,33.56
16.195,32.395,34.905,16.505,4.17,34.54
16.26,31.79,34.495,17.455,3.46,34.43
13.445,35.395,34.035,17.125,3.735,36.74
11.755,31.755,40.87,15.62,3.43,33.42
13.265,32.99,37.285,16.46,3.415,35.42
14.03,32.15,36.62,17.2,3.372,35.705
14.145,33.47,33.91,18.475,3.335,37.21
13.325,30.76,39.985,15.93,3.225,33.425
12.685,34.855,37.73,14.73,4.085,33.25
12.6,32.025,39.095,16.28,3.335,35.835
14.22,30.34,41.04,14.4,3.29,34.625
14.035,32.275,37.015,16.675,3.055,36.41
12.87,32.725,37.015,17.39,3.28,34.16
13.975,32.675,35.62,17.73,3.255,34.73
13.455,32.505,38.585,15.455,3.557,32.37
15.255,28.435,38.37,17.94,3.441,31.78
15.105,28.67,38.245,17.98,3.403,31.89
17.125,30.215,35.26,17.4,3.35,32.59
16.17,30.035,34.985,18.81,3.73,33.49
16.4,29.06,39.39,15.15,3.417,30.03
17.21,29.705,37.295,15.79,3.052,31.17
17.33,30.225,37.265,15.18,3.075,30.71
13.085,30.665,40.495,15.755,3.042,31.02
13.155,30.25,40.445,16.15,2.98,31.04
14.1,31.515,38.55,15.835,3.38,32.13
14.205,32.475,38.02,15.3,3.32,32.16
17.48,30.165,35.075,17.28,3.17,32.68
15.3,32.075,35.2,17.425,3.382,35.16
14.305,31.46,36.965,17.27,3.278,33.63
14.505,32.225,38.195,15.075,3.141,31.96
13.64,32.365,36.755,17.24,3.218,33.73
14.4,32.99,36.345,16.265,3.1,33.57
13.705,31.48,39.195,15.62,3.209,31.89
14.17,31.825,36.13,17.875,3.259,33.88
14.505,32.19,35.895,17.41,3.215,33.92
14.31,32.41,34.955,18.325,3.336,34.74
14.625,32.665,34.47,18.24,3.29,34.98
15.24,31.65,36.785,16.325,3.345,32.8
16.345,31.33,36.685,15.64,2.99,31.86
15.08,31.465,37.32,16.135,3.015,32.04
18.84,34.055,27.71,19.395,3.075,37.44
20.575,33.19,26.16,20.075,3.155,37.37
19.2,34.115,29.8,16.885,3.44,35.48
18.5,35.275,27.59,18.635,2.82,36.75
13.495,31.18,38.6,16.725,3.35,32.35
14.11,32.43,36.66,16.8,3.305,33.32
15.31,32.6,35.52,16.57,3.279,33.59
14.83,30.605,39.165,15.4,3.072,31.03
15.42,31.44,35.2,17.94,3.12,33.83
14.42,31.815,35.965,17.8,3.268,33.76
13.135,32.86,36.55,17.455,3.465,34.2
13.675,33.855,34.94,17.53,3.245,33.37
8.54,34.725,39.44,17.295,3.052,34.89
8.86,34.35,38,18.79,3.072,35.93
11.475,31.7,39.34,17.485,3.621,33.4
10.455,34.535,34.145,20.865,3.699,38.17
11.13,33.405,36.535,18.93,3.553,35.87
13.52,32.13,36.235,18.115,3.47,34.35
12.86,32.64,36.83,17.67,3.332,34.44
11.965,34.555,36.79,16.69,3.678,35.05
12.59,34.45,32.54,20.42,3.586,38.11
13.365,34.11,32.345,20.18,3.632,37.7
13.355,31.505,36.05,19.09,3.455,34.91
15.03,35.52,27.115,22.335,2.605,40.26
12.075,33.395,35.72,18.81,3.36,36.21
11.35,32.09,35.44,21.12,3.676,36.62
9.91,32.605,35.79,21.695,3.699,37.36
10.925,31.555,39.305,18.215,3.6,33.99
10.765,31.94,38.325,18.97,3.685,34.98
10.635,32.06,38.19,19.115,3.74,35.19
10.41,31.655,40.86,17.075,3.688,32.89
12.145,30.93,38.92,18.005,3.409,33.5
8.825,33.425,37.94,19.81,3.795,36.89
9.66,34.86,33.18,22.3,3.93,40.26
9.8,33.94,35.325,20.935,3.845,38.28
11.575,31.17,39.57,17.685,3.5,33.28
15.235,35.505,26.465,22.795,2.62,40.53
12.3,34.575,34.355,18.77,3.435,36.81
11.16,34.12,32.97,21.75,3.47,38.67
10.28,34.37,37.24,18.11,3.295,35.97
10.49,34.31,37.58,17.62,3.3,35.65
13.255,32.165,35.306,19.274,3.496,35.61
14.265,35.695,26.985,23.055,2.65,40.95
12.105,32.8,35.93,19.165,3.493,36.15
10.225,32.05,38.485,19.24,3.116,35.13
12.385,36.595,26.175,24.845,2.682,42.08
11.86,32.685,39.83,15.625,3.793,33.12
10.61,33.66,37.1,18.63,3.436,36.13
11.115,33.355,36.64,18.89,3.342,35.87
10.28,35.1,34.985,19.635,3.9,37.59
10.335,33.655,38.63,17.38,3.365,34.74
9.425,33.78,38.185,18.61,3.495,35.7
14.94,30.48,37.55,17.03,3.058,32.72
15.92,31.74,35.59,16.75,3.176,33.44
15.85,31.8,34.06,18.29,3.117,34.34
9.645,34.05,37.105,19.2,4.351,36.39
10.415,33.745,35.405,20.435,3.485,37.29
9.685,33.56,37.005,19.75,3.516,36.6
11.2,33.67,38.2,16.93,3.192,34.44
13.4,33.49,33.48,19.63,3.652,36.82
12.265,34.12,34.4,19.215,3.825,37.14
8.71,37.065,34.915,19.31,3.63,38.82
9.05,35.51,34.875,20.565,3.575,38.83
9.095,35.655,34.2,21.05,3.57,39.28
12.285,34.32,33.94,19.455,3.414,36.86
11.58,32.07,37.73,18.62,3.115,34.53
11.13,32.77,36.84,19.26,3.476,35.75
11.755,32.205,37.42,18.62,3.478,34.57
14.61,31.01,35.76,18.62,3.46,33.65
13.84,31.1,37.29,17.77,3.405,33.07
13.29,32.68,36.13,17.9,3.435,34.48
11.425,32.54,36.295,19.74,3.59,35.51
12.36,35.75,35.15,16.74,4.18,35.94
11.465,32.815,36.355,19.365,3.36,35.27
11.535,32.41,35.875,20.18,3.245,35.64
15.795,30.375,36.635,17.195,3.134,32.05
13.125,30.04,38.625,18.21,3.088,32.54
13.395,30.385,37.975,18.245,3.136,32.78
14.915,30.66,39.525,14.9,2.85,30.42
15.555,31.815,37.41,15.22,3.4,32.06
14.2,32.39,36.5,16.91,3.06,33.47
14.99,32.37,35.48,17.16,3.07,33.71
16.31,30.7,33.73,19.26,2.882,34.19
16.01,33.02,35.76,15.21,3.474,32.48
14.88,31.67,34.38,19.07,3.215,34.67
14.05,32.49,33.7,19.76,3.324,35.67
14.51,31.44,35.66,18.39,2.837,33.47
15.73,33.32,32.62,18.33,3.376,35.04
15.29,32.46,32.39,19.86,3.054,35.54
14.58,32.55,33.05,19.82,3.182,35.53
12.445,33.1,34.93,19.525,3.524,35.87
11.435,32.25,39.575,16.74,3.14,32.85
10.585,32.79,37.855,18.77,3.254,34.8
13.5,29.855,36.675,19.97,3.034,33.91
13.97,30.12,35.785,20.125,3.033,34
14.675,30.42,34.51,20.395,3.027,34.58
11.805,34.075,33.51,20.61,3.238,37.18
13.485,33.95,32.11,20.455,3.308,37.05
15,33.19,32.775,19.035,3.08,35.57
14.185,34.57,31.491,19.753,3.185,36.95
12.43,31.915,40.505,15.15,3.29,34.68
12.685,32.895,35.87,18.55,2.985,31.71
14.485,33.45,34.91,17.155,3.432,34.48
14.04,32.605,33.86,19.495,3.087,35.3
13.11,30.75,38.395,17.744,3.028,32.68
13.675,33.24,34.6,18.485,3.12,35.32
14.655,33.05,31.945,20.35,3.236,36.48
14.99,33.245,32.115,19.65,3.162,36.22
16.77,31.07,34.995,17.165,2.841,32.8
14.805,32.58,31.96,20.655,3.085,36.79
14.6,33.17,33.06,19.17,3.132,35.88
16.095,32.965,32.405,18.535,3.177,35.27
14.85,33.29,32.07,19.79,2.985,36.29
14.615,32.93,31.84,20.615,2.991,36.63
14.32,33.325,33.1,19.255,3.426,35.49
14.045,36.24,28.68,21.035,3.592,39.75
14.25,34.325,30.77,20.655,3.113,37.74
12.925,33.725,33.205,20.145,3.264,37.08
15.425,35.09,28.665,20.82,3.096,38.62
13.56,34.61,31.64,20.19,3.287,37.57
13.97,34.66,30.285,21.085,3.27,38.48
15.295,35.205,29.8,19.7,3.45,37.88
15.04,34.99,29.88,20.09,3.275,37.87
16.61,31.815,31.35,20.225,2.985,35.84
17.1,32.87,30.365,19.665,3.08,36
16.13,33.21,30.725,19.935,3.175,36.79
16.36,32.76,30.685,20.195,3.275,36.78
15.55,31.95,35.465,17.035,3.07,33.67
17.395,34.625,22.76,25.22,2.26,41.59
15.18,35.415,26.145,23.26,3.005,40.63
15.085,35.43,26.765,22.72,2.835,40
14.485,31.805,34.145,19.565,3.245,35.44
14.635,33.685,35.09,16.59,3.64,34.43
12.79,34.455,32.14,20.615,3.31,37.91
15.83,30.735,36.265,17.17,3.385,32.82
17.565,33.495,28.03,20.91,3.22,37.73
15.99,34.07,30.83,19.11,3.21,36.68
14.355,34.22,28.65,22.775,3.857,39.81
12.575,33.32,33.955,20.15,3.685,37.01
13.47,32.665,34.465,19.4,3.169,36.03
13.11,34.925,32.98,18.985,3.401,37.09
14.68,32.09,33.225,20.005,3.24,35.92
13.975,32.755,33.86,19.41,3.34,36.18
16.355,31.925,35.495,16.225,3.337,33.12
16.095,33.09,30.855,19.96,3.135,36.74
14.215,33.14,34.67,17.975,3.403,34.9
12.93,30.885,38.705,17.48,3.333,32.88
14.505,32.03,34.535,18.93,3.29,34.98
16.86,31.715,32.525,18.9,3.37,35.01
16.05,34.24,34.3,15.41,4.09,34.37
15.465,33.175,31.995,19.365,3.56,36.48
16.77,31.745,32.76,18.725,3.42,34.66
14.195,33.705,32.825,19.275,3.961,36.67
12.685,33.775,32.74,20.8,3.357,37.6
12.355,33.665,33.97,20.01,3.358,36.7
13.43,32.925,33.29,20.355,3.802,36.76
13.51,34.15,31.85,20.49,3.515,37.62
13.495,33.755,32.355,20.395,3.492,37.38
14.12,32.915,34.575,18.39,3.105,35.29
15.19,35.23,26.895,22.685,3.75,40.47
13.42,33.16,32.72,20.7,3.28,37.12
12.605,33.355,34.07,19.97,3.31,36.7
13.635,35.32,30.155,20.89,3.578,39.19
14.275,34.09,28.57,23.065,3.501,39.89
14.14,34.08,28.985,22.795,3.331,39.61
14.825,33.755,26.725,24.695,2.929,40.84
11.995,32.26,32.48,23.265,3.41,38.71
11.46,33.805,30.645,24.09,3.94,41.01
12.75,32.33,32.205,22.715,3.52,38.67
12.285,32.115,32.215,23.385,3.51,38.56
9.98,33.385,39.59,17.045,3.186,34.13
11.225,36.38,30.745,21.65,3.79,40.61
9.845,32.02,41.35,16.785,3.23,32.97
9.815,33.065,39.57,17.55,3.199,34.23
11.23,30.28,37.7,20.79,3.249,35.28
12.5,31.42,35.53,20.55,3.298,35.88
13.14,30.64,35.93,20.29,3.387,35.16
11.11,31.22,39.52,18.15,3.303,33.77
13.61,34.39,35.085,16.915,3.435,35.24
13.19,33.11,34.04,19.66,3.205,36.41
13.335,33.425,34.945,18.295,3.285,35.64
11.945,31.89,38.44,17.725,3.31,33.75
11.285,32.555,34.56,21.6,3.06,36.85
12.7,34.54,29.815,22.945,2.705,39.92
12.745,34.79,29.71,22.755,2.638,39.81
13.865,32.26,35.85,18.025,3.138,34.71
13.46,34.79,34.42,17.33,3.2,35.56
10.395,34.045,36.385,19.175,3.293,36.66
10.93,34.07,35.595,19.405,3.315,36.83
13.57,31.42,36.96,18.05,3.345,33.85
12.57,33.77,35.72,17.94,3.545,35.65
11.905,33.98,34.305,19.81,3.26,37.16
12.025,33.23,34.94,19.805,3.37,36.67
12.55,33.71,33.585,20.155,3.088,37.23
13.93,32.17,33.585,20.315,3.33,36.5
12.815,33.035,33.935,20.215,4.045,37.48
12.695,34.365,32.055,20.885,3.002,38.14
8.265,32.725,38.225,20.785,3.602,36.67
7.68,32.78,40.385,19.155,4.074,35.76
8.705,34.375,35.66,21.26,3.78,38.62
9.325,34.53,34.865,21.28,3.762,38.92
8.455,33.38,36.21,21.955,3.785,38.42
8.74,33.99,39.415,17.855,3.515,35.32
8.625,35.015,35.28,21.08,3.37,38.94
8.85,34.83,35.165,21.155,3.52,38.74
7.27,34.315,37.13,21.285,3.672,38.55
9.07,33.28,35.08,22.57,3.86,38.69
8.44,35.66,36.555,19.345,3.752,38.1
6.87,34.35,38.605,20.175,3.912,37.86
10.56,33.615,36.57,19.255,3.78,36.38
10.015,32.54,36.64,20.805,3.994,36.5
9.495,35.58,33.58,21.345,4.296,39.53
9.395,34.78,35.535,20.29,3.856,38.11
13.02,36.09,30.765,20.125,3.9,39.27
10.325,33.485,36.015,20.175,3.47,37.11
10.885,36.99,30.06,22.065,4.118,40.68
9.985,36.115,31.425,22.475,3.805,41.12
9.51,36.135,31.895,22.46,3.694,41.23
9.165,34.665,36.305,19.865,3.325,37.85
8.395,35.725,36.155,19.725,3.308,38.14
8.17,35.19,36.115,20.525,3.228,38.68
11.125,33.895,35.935,19.045,3.071,36.18
11.59,33.62,33.2,21.59,3.316,39.82
7.835,34.165,37.13,20.87,3.71,37.96
8.61,33.61,35.945,21.835,3.64,38.24
8.26,32.3,34.75,24.69,3.51,39.81
8.29,33.97,37.195,20.545,3.48,37.81
13.07,32.06,34.575,20.295,3.81,36.26
12.87,31.025,37.965,18.14,3.62,33.84
12.985,34.32,33.015,19.68,4.07,37.67
12.895,32.64,33.63,20.835,3.75,37.33
11.31,33.92,34.83,19.94,3.42,37.59
9.54,35.88,36.015,18.565,4.22,38
10.275,36.23,31.25,22.245,3.37,40.78
9.08,34.86,39.65,16.41,3.615,35.43
11.9,33.95,31.91,22.24,3.941,38.99
11.165,33.77,36.085,18.98,3.49,36.51
13.35,35.79,31.3,19.56,4.053,38.85
12.125,34.465,32.985,20.425,3.241,38.04
12.27,35.165,30.41,22.155,3.381,40.04
8.94,33.195,39.275,18.59,3.916,35.56
9.28,35.965,33.855,20.9,4.008,39.26
8.67,34.37,37.61,19.35,3.762,36.95
9.83,33.57,35.45,21.15,3.722,37.64
14.71,32.42,32.935,19.935,3.827,36.05
14.865,33.83,30.765,20.54,4.31,37.78
14.165,33.57,31.255,21.01,4.019,37.93
14.005,33.98,30.125,21.89,3.947,38.97
10.69,34.85,32.7,21.76,4.108,39.32
11.68,34.59,31.05,22.68,4,39.77
11.02,34.77,31.91,22.3,4.103,39.87
9.28,31.75,36.65,22.32,4.101,36.89
15.75,32.13,32.17,19.95,3.381,35.74
15.97,34.39,26.64,23,2.969,40.1
15.38,36.11,22.28,26.23,3.559,44.28
15.02,35.15,24.33,25.5,3.669,42.01
14.12,35.28,23,27.6,3.807,44.68
13.03,33.12,31.3,22.55,3.606,38.48
13.25,33.13,30.99,22.63,3.509,38.8
12.558,36.5,25.59,25.352,3.769,43.78
11.63,34.26,33.01,21.1,3.717,38.83
12.15,33.12,32.72,22.01,3.48,38.65
12.16,33.46,32.2,22.18,3.698,39.01
16.24,32.3,27.98,23.48,3.54,38.73
16.57,31.92,27.12,24.39,3.46,39.3
18.69,34.07,23.82,23.42,3.24,40.8
17.18,32.5,26.78,23.54,4.14,39.82
16.64,32.84,26.88,23.64,3.55,39.64
16.9,31.67,27.78,23.65,3.57,38.53
17.43,32.86,25.31,24.4,3.64,40.46
15.56,33.4,26.39,24.65,3.56,41.11
15.98,32.66,27.34,24.02,3.67,39.62
17.77,33.83,23.23,25.17,3.51,42.18
17.39,34.57,22.06,25.98,3.45,43.41
16.22,33.85,26.19,23.74,3.66,40.79
17.37,33.91,25.53,23.19,3.5,41.68
15.98,34.17,28.15,21.7,3.51,38.92
16.54,33.58,28.64,21.24,3.63,38.26
17.96,31.99,30.1,19.95,3.31,36.22
19.3,32.44,27.85,20.41,3.24,37.17
17.96,33.75,28.45,19.84,3.41,37.46
16.65,33.2,30.13,20.02,3.53,37.35
17.69,29.95,31.42,20.94,3.006,35.59
13.13,31.55,32.09,23.23,3.267,37.98
13.95,31.37,33.99,20.69,3.363,36.12
14.26,31.99,30.38,23.37,3.449,38.63
13.29,32.04,31.67,23,3.476,38.22
16.92,30.31,31.9,20.87,3.017,35.98
16.91,30.03,31.48,21.58,2.872,36.11
18.93,29.1,31.76,20.21,2.775,34.31
18.97,30.51,29.96,20.56,2.868,35.75
18.36,30.85,30.89,19.9,3.216,35.54
16.62,31.48,30.06,21.84,3.207,37.37
10.795,33.41,35.465,20.33,3.883,37.14
9.525,34.15,39.13,17.195,3.227,34.72
11.205,35.22,29.58,23.995,4.017,41.11
10.845,35.535,29.94,23.68,4.061,41.26
13.905,32.26,33.3,20.535,3.27,36.5
12.745,33.175,34.97,19.11,3.4,35.9
15.1,33.51,31.13,20.26,3.648,36.42
14.65,32.87,31.33,21.15,3.308,37.04
16.24,32.3,32.18,19.28,3.207,35.7
15.97,32.2,31.53,20.3,3.294,36.31
15.3,32.24,31.85,20.61,3.472,36.61
15.78,31.4,31.78,21.04,3.457,36.11
15.05,32.29,32,20.66,3.404,36.76
15.6,32.65,32.01,19.74,3.482,36.29
15.98,31.63,32.31,20.08,3.488,36.1
16.76,31.54,30.79,20.91,3.444,36.71
16.78,31.91,30.49,20.82,3.443,36.81
16.15,31.54,31.81,20.5,3.509,36.43
17.13,31.81,33.67,17.39,3.209,34.28
16.43,31.98,33.19,18.4,3.246,34.92
15.43,32.55,32.3,19.72,3.287,36.27
14.405,32.79,33.695,19.11,3.347,36.11
16.09,32.64,32.04,19.23,3.089,35.83
14.88,33.885,30.66,20.575,3.501,37.96
16.08,33.58,30.905,19.435,3.533,36.69
13.865,32.25,35.65,18.235,3.355,34.92
15.245,32.64,33.09,19.025,3.274,35.72
15.45,33.105,30.785,20.66,3.4,37.42
12.97,33.675,32.635,20.72,3.151,37.64
15.36,33.41,31.09,20.14,3.359,37.12
15.92,33.11,30.61,20.36,3.406,37.24
17.585,32.47,28.61,21.335,2.939,37.64
14.77,33.12,32.77,19.34,3.557,36.41
16.975,33.42,28.75,20.855,2.805,37.59
15.98,32.515,29.995,21.51,3.235,37.74
16.27,32.95,29.505,21.275,3.325,38.04
15.335,33.08,29.42,22.165,3.462,38.75
15.42,33.17,29.165,22.245,3.596,38.61
15.17,33,34.67,17.16,3.485,34.45
14.175,32.6,33.8,19.425,3.24,36.26
14.245,32.6,32.475,20.68,3.09,37.18
13.23,32.825,33.06,20.885,3.457,37.51
16.115,32.725,29.74,21.42,3.319,37.83
13.665,32.75,31.345,22.24,3.638,38.28
12.815,34.525,35.205,17.455,3.968,36.15
12.9,32.795,35.05,19.255,3.578,36.37
13.675,33.27,33.825,19.23,3.557,36.71
12.92,33.14,33.945,19.995,4.02,36.83
11.945,33.38,37.64,17.035,3.607,34.89
13.125,33.09,32.63,21.155,3.581,37.79
13.725,33.11,32.285,20.88,3.497,37.71
15.73,31.605,32.235,20.43,3.235,36.04
15.865,34.345,27.505,22.285,3.59,39.6
14.75,33.37,29.345,22.535,3.455,39.06
14.47,33.535,29.595,22.4,3.35,38.99
16.8,32.045,30.225,20.93,3.592,36.86
15.935,33.725,32.58,17.76,4.028,35.97
16.045,31.685,31.51,20.76,3.558,36.27
16.21,32.23,31.1,20.46,3.597,36.75
15.1,35.055,28.99,20.855,3.208,38.29
13.45,33.805,29.945,22.8,3.865,39.44
14.745,33.995,29.955,21.305,3.789,38.62
14.87,33.505,32.1,19.525,3.515,36.79
13.81,33.61,32.21,20.37,3.528,37.67
14.7,32.95,30.74,21.61,3.506,38.14
16.76,32.43,30.29,20.52,3.361,36.46
17.65,33.27,25.28,23.8,3.261,40.2
16.48,34.355,24.04,25.125,3.198,42.06
15.845,33.805,27.99,22.36,3.57,39.35
16.335,33.685,28.905,21.075,4.058,38.47
15.495,34.315,28.775,21.415,3.493,39.08
15.315,34.175,31.535,18.975,3.488,37.04
15.215,32.17,32.095,20.52,3.091,36.76
14,31.57,35.47,18.96,3.28,35.07
13.93,32.905,33.25,19.915,3.315,36.88
13.52,35.295,31.555,19.63,3.542,38.08
15.605,32.865,31.48,20.05,3.287,37.17
16.955,33.075,28.96,21.01,3.274,37.17
15.1,33.15,29.96,21.79,3.694,38.23
15.165,33.15,28.675,23.01,3.697,39.4
8.14,37.74,29.12,25,3.426,37.91
14.185,34.91,28.585,22.32,3.273,43.74
15.71,32.04,33.28,18.97,3.236,40.29
13.61,32.21,35.32,18.86,3.419,35.67
15.31,33.72,29.75,21.22,3.239,38.66
11.85,32.24,34.49,21.42,3.659,37.35
13.86,34.96,29.7,21.48,3.46,39.6
13.17,32.49,33.14,21.2,3.432,37.49
14.855,32.745,31.905,20.495,3.613,37.17
12.93,31.605,33.75,21.715,3.577,37.18
14.505,33.545,33.28,18.67,3.592,36.42
16.975,32.545,31.485,18.995,3.254,36.1
16.86,33.255,29.055,20.83,3.489,38.42
16.81,32.99,29.285,20.915,3.505,37.81
17.99,32.2,29.93,19.88,3.303,37.05
18.18,32.94,28.545,20.335,3.259,37.84
17.395,32.58,28.895,21.13,3.288,37.94
18.565,32.79,27.06,21.585,3.034,38.46
17.84,32.84,28.025,21.295,3.037,38.03
16.44,32.155,30.305,21.1,3.438,37.59
16.625,34.14,28.85,20.385,3.579,38.48
16.68,34.24,28.355,20.725,3.18,38.36
18.245,33.93,26.53,21.295,2.842,38.56
15.845,34.365,26.97,22.82,3.124,40.24
16.49,34.265,27.815,21.43,3.34,39.21
15.525,32.995,30.73,20.75,3.463,37.63
15.805,33.485,30.87,19.84,3.426,37.53
14.365,33.88,31.325,20.43,3.776,35.74
15.67,33.145,29.27,21.915,3.577,38.41
15.67,33.145,29.27,21.915,3.577,38.91
14.66,33.35,29.67,22.32,3.459,38.91
14.83,33.35,30.795,21.025,3.425,38.08
13.68,32.99,31.815,21.515,3.39,37.87
13.4,33.37,31.25,21.98,3.381,38.65
14.195,33.565,28.705,23.535,3.277,40.52
14.515,33.115,30.405,21.965,3.284,38.64
15.06,31.255,34.96,18.725,3.455,34.74
14.5,31.43,35.065,19.005,3.723,35.08
15.43,31.61,33.475,19.485,3.454,36.65
15.96,34.065,27.92,22.055,3.597,39.78
14.63,33.635,32.01,19.725,3.839,37.75
14.785,34.385,27.405,23.425,3.619,41.2
14.52,33.755,30.4,21.325,3.523,38.62
16.595,31.005,33.04,19.36,3.371,35.29
19.265,31.755,27.365,21.615,2.649,37.84
15.835,31.115,33.415,19.635,3.451,35.6
12.03,33.56,32.23,22.18,3.489,39.25
13.92,35.34,27.65,23.09,3.223,34.74
12.525,32.22,35.275,19.98,2.643,40.79
13,33.215,34.265,19.52,3.565,36.66
12.935,33.33,35.595,18.14,3.514,37.84
12.31,33.78,33.09,20.82,3.46,38.11
11.79,32.6,36.02,19.59,4.33,36.17
13.26,34.39,26.09,26.26,2.88,43.12
11.86,33.53,34.76,19.85,3.48,37.52
15.52,32.72,33.23,18.53,3.37,35.97
15.42,32.51,33.97,18.1,4.03,35.66
16.38,32.24,30.33,21.05,3.36,37.6
16.22,32.68,31.4,19.7,3.46,36.98
